video_id,true_label,pred_label
62496,Zooming Out With Two Fingers,Zooming In With Two Fingers
129218,Turning Hand Clockwise,Turning Hand Counterclockwise
128361,Turning Hand Clockwise,Turning Hand Counterclockwise
61400,Sliding Two Fingers Down,Pushing Two Fingers Away
50878,Turning Hand Counterclockwise,Turning Hand Clockwise
110151,Zooming Out With Full Hand,Turning Hand Counterclockwise
69060,Swiping Left,Pulling Two Fingers In
69106,Rolling Hand Forward,Rolling Hand Backward
65987,Sliding Two Fingers Right,Swiping Down
51543,Zooming Out With Full Hand,Turning Hand Counterclockwise
125328,Turning Hand Clockwise,Turning Hand Counterclockwise
66064,Swiping Down,Pulling Hand In
127495,Shaking Hand,Zooming Out With Full Hand
24763,Sliding Two Fingers Down,No gesture
79676,Pulling Two Fingers In,Pulling Hand In
73157,Doing other things,Thumb Down
24597,Swiping Down,No gesture
38793,Shaking Hand,Doing other things
43250,Pulling Hand In,Doing other things
29081,Stop Sign,Pushing Hand Away
36677,Zooming In With Two Fingers,Zooming Out With Two Fingers
138839,Sliding Two Fingers Down,Sliding Two Fingers Up
46555,Turning Hand Clockwise,Swiping Right
11341,Swiping Left,Pulling Hand In
112207,No gesture,Doing other things
83581,Doing other things,Stop Sign
50914,Zooming Out With Two Fingers,Zooming Out With Full Hand
1549,Turning Hand Counterclockwise,Sliding Two Fingers Left
64418,Thumb Down,Rolling Hand Backward
100747,Pushing Two Fingers Away,Sliding Two Fingers Up
61548,Stop Sign,Pushing Hand Away
94187,Doing other things,Swiping Right
17711,Doing other things,No gesture
12838,Swiping Right,Doing other things
41049,Sliding Two Fingers Left,Swiping Left
1615,Swiping Down,Rolling Hand Backward
95682,Sliding Two Fingers Down,Pushing Two Fingers Away
81713,Thumb Down,Swiping Left
69359,Turning Hand Counterclockwise,Turning Hand Clockwise
33025,Sliding Two Fingers Down,Pushing Two Fingers Away
108810,Doing other things,Thumb Up
111905,Swiping Right,Swiping Left
125810,Turning Hand Counterclockwise,Pulling Two Fingers In
115094,Stop Sign,Pushing Hand Away
35440,Shaking Hand,Stop Sign
110159,Zooming In With Two Fingers,Sliding Two Fingers Right
90264,Zooming In With Two Fingers,Sliding Two Fingers Left
72359,Drumming Fingers,Stop Sign
113314,Pushing Two Fingers Away,No gesture
95181,Doing other things,No gesture
69671,Doing other things,Rolling Hand Backward
109053,Zooming Out With Full Hand,Zooming Out With Two Fingers
71233,Rolling Hand Backward,Doing other things
37625,Sliding Two Fingers Up,Sliding Two Fingers Down
135046,Turning Hand Clockwise,Turning Hand Counterclockwise
40123,Doing other things,No gesture
812,Swiping Down,Stop Sign
134555,Sliding Two Fingers Down,Sliding Two Fingers Up
41350,Swiping Left,No gesture
139109,Shaking Hand,Turning Hand Counterclockwise
55717,Sliding Two Fingers Up,Swiping Up
87371,Zooming Out With Two Fingers,Sliding Two Fingers Left
131854,Sliding Two Fingers Right,No gesture
63399,Zooming In With Two Fingers,Zooming In With Full Hand
132592,Swiping Down,Swiping Right
126134,Pulling Two Fingers In,Swiping Left
56389,Turning Hand Counterclockwise,Pushing Two Fingers Away
65049,Swiping Up,Pulling Hand In
63094,Zooming In With Two Fingers,Zooming In With Full Hand
6041,Sliding Two Fingers Right,Swiping Right
42457,Zooming Out With Two Fingers,Zooming In With Two Fingers
60428,Swiping Right,Swiping Down
129512,Swiping Down,Zooming In With Full Hand
68940,Swiping Up,Thumb Down
85724,Turning Hand Clockwise,Turning Hand Counterclockwise
28018,Doing other things,No gesture
92687,Rolling Hand Forward,Rolling Hand Backward
142828,Rolling Hand Forward,Rolling Hand Backward
9882,Turning Hand Clockwise,Zooming In With Full Hand
100448,Rolling Hand Forward,Rolling Hand Backward
129930,Rolling Hand Backward,Sliding Two Fingers Left
34007,Pulling Hand In,Swiping Left
94882,Sliding Two Fingers Down,Sliding Two Fingers Up
53839,Swiping Down,Sliding Two Fingers Down
18086,Pulling Hand In,Swiping Up
46476,Sliding Two Fingers Down,Pushing Two Fingers Away
78645,Stop Sign,Pushing Hand Away
6256,Zooming In With Full Hand,Pushing Hand Away
15958,Zooming In With Two Fingers,Pulling Two Fingers In
111482,Turning Hand Counterclockwise,Turning Hand Clockwise
9735,Sliding Two Fingers Down,No gesture
25770,Swiping Down,Doing other things
7100,Sliding Two Fingers Right,No gesture
68208,Sliding Two Fingers Down,Swiping Down
71497,Sliding Two Fingers Left,Swiping Left
2747,Shaking Hand,Turning Hand Clockwise
144655,Swiping Right,No gesture
19083,Swiping Right,Sliding Two Fingers Right
85029,Pushing Two Fingers Away,Pulling Two Fingers In
70845,Zooming Out With Two Fingers,Stop Sign
140032,Doing other things,No gesture
75592,Turning Hand Clockwise,Turning Hand Counterclockwise
19186,Swiping Left,Swiping Right
104785,Sliding Two Fingers Up,Sliding Two Fingers Down
31236,Swiping Left,Turning Hand Counterclockwise
126151,Turning Hand Clockwise,Pushing Two Fingers Away
2904,Doing other things,No gesture
61162,Swiping Up,Swiping Left
142476,Pulling Hand In,Pulling Two Fingers In
109730,Turning Hand Clockwise,Zooming Out With Full Hand
1004,Zooming Out With Two Fingers,Doing other things
67373,Swiping Right,Sliding Two Fingers Right
122329,Turning Hand Clockwise,Turning Hand Counterclockwise
14358,Stop Sign,Pushing Hand Away
57891,Sliding Two Fingers Down,Sliding Two Fingers Left
70399,Rolling Hand Backward,Rolling Hand Forward
136750,Pulling Hand In,Swiping Up
48305,Thumb Up,No gesture
124605,Sliding Two Fingers Right,No gesture
27731,Doing other things,No gesture
91597,Sliding Two Fingers Up,Doing other things
10942,Swiping Down,No gesture
37297,Swiping Down,Sliding Two Fingers Down
107126,Doing other things,Turning Hand Clockwise
126456,Turning Hand Clockwise,Turning Hand Counterclockwise
109681,Pushing Hand Away,Zooming In With Full Hand
63353,Turning Hand Counterclockwise,Turning Hand Clockwise
5922,Turning Hand Clockwise,Shaking Hand
17905,Rolling Hand Backward,Sliding Two Fingers Right
131765,Swiping Right,Swiping Left
145132,Sliding Two Fingers Up,Sliding Two Fingers Right
68348,Swiping Down,Stop Sign
87678,Pushing Hand Away,Doing other things
99152,Pushing Hand Away,Swiping Down
120158,Swiping Down,Pushing Hand Away
19604,Swiping Right,No gesture
53721,Thumb Down,Swiping Right
133742,Rolling Hand Forward,Sliding Two Fingers Right
55874,Pushing Hand Away,Stop Sign
85966,Swiping Down,Doing other things
137882,Zooming Out With Full Hand,Zooming Out With Two Fingers
2202,Pushing Two Fingers Away,Swiping Left
115767,Rolling Hand Backward,Swiping Down
27540,Doing other things,Thumb Down
138485,Swiping Left,Swiping Right
121313,Rolling Hand Forward,Rolling Hand Backward
25504,Turning Hand Clockwise,Zooming Out With Two Fingers
63766,Swiping Up,Sliding Two Fingers Up
31318,Shaking Hand,Turning Hand Clockwise
112125,Doing other things,Thumb Down
16131,Pushing Hand Away,Zooming In With Full Hand
115080,No gesture,Doing other things
100495,Doing other things,Pulling Two Fingers In
25165,Swiping Left,Doing other things
9837,Sliding Two Fingers Up,Sliding Two Fingers Down
117888,Shaking Hand,Doing other things
110830,Pulling Hand In,Swiping Left
126946,Sliding Two Fingers Down,Pushing Two Fingers Away
81704,Doing other things,Shaking Hand
68703,Turning Hand Clockwise,Zooming Out With Full Hand
40911,Pushing Two Fingers Away,Zooming In With Full Hand
81341,Zooming In With Full Hand,Zooming Out With Full Hand
14331,Pulling Two Fingers In,Pulling Hand In
30998,Rolling Hand Backward,Rolling Hand Forward
90686,Pushing Two Fingers Away,Sliding Two Fingers Down
8753,Swiping Down,Pulling Two Fingers In
74153,Swiping Left,Doing other things
128364,Stop Sign,Pushing Hand Away
109693,Doing other things,No gesture
130875,Turning Hand Counterclockwise,Shaking Hand
106112,Zooming Out With Two Fingers,Drumming Fingers
60623,Turning Hand Clockwise,Turning Hand Counterclockwise
134692,Doing other things,Zooming In With Full Hand
52741,Swiping Right,Doing other things
116675,Pushing Hand Away,Zooming In With Full Hand
97853,Sliding Two Fingers Up,Sliding Two Fingers Down
89865,Shaking Hand,Turning Hand Clockwise
56894,Swiping Up,Pulling Hand In
44357,Pushing Hand Away,Swiping Down
41488,Swiping Right,Sliding Two Fingers Right
41368,Zooming Out With Two Fingers,No gesture
40117,Doing other things,No gesture
14580,Turning Hand Counterclockwise,Turning Hand Clockwise
14776,Pulling Two Fingers In,No gesture
43615,Sliding Two Fingers Down,No gesture
134937,Doing other things,Swiping Left
147223,Doing other things,Thumb Down
85650,Stop Sign,Pushing Hand Away
57113,Pushing Two Fingers Away,Thumb Down
4567,No gesture,Doing other things
30479,Zooming Out With Full Hand,Swiping Right
40497,Doing other things,Pulling Hand In
80405,Rolling Hand Forward,Rolling Hand Backward
28001,Doing other things,Shaking Hand
139145,Doing other things,Zooming Out With Full Hand
91390,Pulling Hand In,Pushing Two Fingers Away
30794,Turning Hand Counterclockwise,Turning Hand Clockwise
92103,Doing other things,Turning Hand Counterclockwise
96818,Swiping Up,Pulling Hand In
27138,Doing other things,Shaking Hand
117782,Turning Hand Clockwise,Turning Hand Counterclockwise
38704,Zooming In With Full Hand,Zooming Out With Full Hand
70518,Sliding Two Fingers Left,No gesture
79231,Pushing Hand Away,Stop Sign
64540,Drumming Fingers,Zooming Out With Two Fingers
114428,Swiping Left,Sliding Two Fingers Left
142708,Rolling Hand Backward,Rolling Hand Forward
38260,Swiping Down,Sliding Two Fingers Up
99552,Sliding Two Fingers Down,Zooming Out With Two Fingers
31219,Swiping Left,Rolling Hand Backward
12567,Doing other things,No gesture
94609,Pulling Hand In,Swiping Up
29561,Swiping Up,No gesture
67095,Swiping Left,No gesture
121563,Sliding Two Fingers Down,Sliding Two Fingers Up
122515,Shaking Hand,Turning Hand Clockwise
36141,Turning Hand Clockwise,Turning Hand Counterclockwise
11302,Pulling Two Fingers In,Pulling Hand In
5338,Pushing Two Fingers Away,Pulling Two Fingers In
96485,Doing other things,No gesture
71411,Doing other things,Swiping Right
37373,Swiping Up,Swiping Down
35008,Swiping Left,Pulling Hand In
98097,Sliding Two Fingers Right,Swiping Right
105721,Shaking Hand,Zooming Out With Two Fingers
113642,Thumb Down,Sliding Two Fingers Down
106812,Pulling Hand In,No gesture
27921,Swiping Up,Pulling Hand In
55832,Pushing Hand Away,Pushing Two Fingers Away
94380,Rolling Hand Forward,Rolling Hand Backward
124891,Doing other things,Pulling Two Fingers In
55873,Zooming In With Two Fingers,Thumb Up
25136,Drumming Fingers,Stop Sign
51390,Turning Hand Counterclockwise,Turning Hand Clockwise
63081,Swiping Right,Sliding Two Fingers Right
82955,Swiping Down,Swiping Right
34991,Turning Hand Counterclockwise,Shaking Hand
125456,Pulling Hand In,Swiping Up
45303,Rolling Hand Forward,Rolling Hand Backward
129540,Turning Hand Clockwise,Swiping Up
63469,Swiping Up,Zooming In With Two Fingers
34779,Shaking Hand,Swiping Right
94281,Swiping Left,Sliding Two Fingers Left
86397,Doing other things,Thumb Up
53828,Doing other things,No gesture
76101,Turning Hand Counterclockwise,Turning Hand Clockwise
20089,Zooming Out With Full Hand,Zooming In With Full Hand
29433,Rolling Hand Backward,Rolling Hand Forward
120331,Swiping Left,Sliding Two Fingers Left
66741,Sliding Two Fingers Up,Pushing Two Fingers Away
13890,Swiping Right,No gesture
127055,Zooming Out With Two Fingers,Zooming In With Two Fingers
24964,Zooming Out With Two Fingers,Swiping Down
